ticker_1,ticker_2,engle_granger_pvalue
MSFT,WMT,0.00016605832644693642
MSFT,JPM,0.0005261350605668075
MSFT,PEP,0.001243939934384017
MSFT,KO,0.0017260518165712812
MSFT,UNH,0.0018545394906899237
MSFT,AMZN,0.003287018517780798
MSFT,CVX,0.009095729647777086
AMZN,KO,0.011774143613232707
AAPL,KO,0.016786436308335186
MSFT,NVDA,0.017167631463001883
