ticker_1,ticker_2,embedding_cosine
JPM,INTC,0.999996477614504
JPM,UNH,0.9999961202565739
UNH,INTC,0.9999913962002791
JPM,BAC,0.9999892475223044
BAC,UNH,0.9999885894181029
AAPL,UNH,0.9999873205760544
AMZN,UNH,0.999987055875232
PEP,WMT,0.9999863474331463
MSFT,PEP,0.9999863450499604
AAPL,BAC,0.9999814780809999
