strategy,sharpe,total_return,max_drawdown,volatility,mean_daily_return
embedding,-0.44637261687566043,-0.14650696482046277,-0.1747614175969392,0.08154575749773192,-0.00014444362368797858
engle_granger,-0.22588825887010636,-0.09893406324614695,-0.15021273071704389,0.09544735779848787,-8.555729153512893e-05
johansen,0.41217137145227484,0.12687438050069555,-0.13937291758113768,0.08054435598702495,0.00013173840345203296
baseline_engle,-0.22588825887010636,-0.09893406324614695,-0.15021273071704389,0.09544735779848787,-8.555729153512893e-05
