ticker_1,ticker_2,embedding_cosine,return_corr,engle_granger_pvalue,johansen_trace_stat
AAPL,AMZN,0.9999981617867104,0.5531973187293945,0.6909241459017568,8.125317999346986
AAPL,GOOGL,0.9999798098408932,0.6017423576356138,0.07171624845896474,12.52699059647971
GOOGL,AMZN,0.9999717068694653,0.6440314969652675,0.5986155902730551,6.933240050276874
AMZN,TSLA,0.9999667579055288,0.38759558872684247,0.46131627886375737,17.52168355761075
MSFT,NVDA,0.9999659322372596,0.6010388718008353,0.9593366051255221,11.777229817337378
