Date,embedding,engle_granger,johansen
2023-01-03,0.0,0.0,0.0
2023-01-04,0.0,0.0,0.0
2023-01-05,0.0,0.0,0.0
2023-01-06,0.0,0.0,0.0
2023-01-09,0.0,0.0,0.0
2023-01-10,0.0,0.0,0.0
2023-01-11,0.0,0.0,0.0
2023-01-12,0.0,0.0,0.0
2023-01-13,0.0,0.0,0.0
2023-01-17,0.0,0.0,0.0
2023-01-18,0.0,0.0,0.0
2023-01-19,0.0,0.0,0.0
2023-01-20,0.0,0.0,0.0
2023-01-23,0.0,0.0,0.0
2023-01-24,0.0,0.0,0.0
2023-01-25,0.0,0.0,0.0
2023-01-26,0.0,0.0,0.0
2023-01-27,0.0,0.0,0.0
2023-01-30,0.0,0.0,0.0
2023-01-31,0.0,0.0,0.0
2023-02-01,0.0,0.0,0.0
2023-02-02,0.0,0.0,0.0
2023-02-03,0.0,0.0,0.0
2023-02-06,0.0,0.0,0.0
2023-02-07,0.0,0.0,0.0
2023-02-08,0.0,0.0,0.0
2023-02-09,0.0,0.0,0.0
2023-02-10,0.0,0.0,0.0
2023-02-13,0.0,0.0,0.0
2023-02-14,0.0,0.0,0.0
2023-02-15,0.0,0.0,0.0
2023-02-16,0.0,0.0,0.0
2023-02-17,0.0,0.0,0.0
2023-02-21,0.0,0.0,0.0
2023-02-22,0.0,0.0,0.0
2023-02-23,0.0,0.0,0.0
2023-02-24,0.0,0.0,0.0
2023-02-27,0.0,0.0,0.0
2023-02-28,0.0,0.0,0.0
2023-03-01,0.0,0.0,0.0
2023-03-02,0.0,0.0,0.0
2023-03-03,0.0,0.0,0.0
2023-03-06,0.0,0.0,0.0
2023-03-07,0.0,0.0,0.0
2023-03-08,0.0,0.0,0.0
2023-03-09,0.0,0.0,0.0
2023-03-10,0.0,0.0,0.0
2023-03-13,0.0,0.0,0.0
2023-03-14,0.0,0.0,0.0
2023-03-15,0.0,0.0,0.0
2023-03-16,0.0,0.0,0.0
2023-03-17,0.0,0.0,0.0
2023-03-20,0.0,0.0,0.0
2023-03-21,0.0,0.0,0.0
2023-03-22,0.0,0.0,0.0
2023-03-23,0.0,0.0,0.0
2023-03-24,0.0,0.0,0.0
2023-03-27,0.0,0.0,0.0
2023-03-28,0.0,0.0,0.0
2023-03-29,0.0,0.0,0.0
2023-03-30,0.0,0.0,0.0
2023-03-31,0.0,0.0,0.0
2023-04-03,0.0,0.0,0.0
2023-04-04,0.0,0.0,0.0
2023-04-05,0.0,0.0,0.0
2023-04-06,0.0,0.0,-0.004865128024176535
2023-04-10,0.0038680155016772577,0.0,0.0006550220559931041
2023-04-11,-0.002356314453416819,0.008460146478410624,0.006325049117911719
2023-04-12,-0.002835453150058753,-0.0030678289660049708,-0.008169643859548704
2023-04-13,0.004010166014555105,0.008520155327298218,0.002344003893222357
2023-04-14,-0.0024659750132925763,-0.0010674608518590034,0.00012735088803346174
2023-04-17,0.005776185794846978,-0.0014533784876848532,0.0027452149728782738
2023-04-18,0.0019178514088503019,-0.006045987140522002,-0.0002340210471838411
2023-04-19,0.004522507916873519,-0.004606936265963401,-0.000688335078633684
2023-04-20,0.0,-0.013569923107313375,-0.017053093956567445
2023-04-21,-0.0035042126498103345,0.004790512511717937,0.0011539714804666757
2023-04-24,-0.0016627855755106057,-0.006625006047896243,-0.011474720200691313
2023-04-25,0.0045412036904754595,0.005298979244500535,0.007682597551943826
2023-04-26,-0.013313163939458672,-0.022407724276641106,-0.03048711792999521
2023-04-27,-0.0008435577428611118,0.006542346530333765,-0.015057206564611203
2023-04-28,0.013102367986754949,0.006824441364514477,0.017303276990919936
2023-05-01,0.0034298633885902373,-0.013143884835669773,-0.00042569251218240736
2023-05-02,-0.0006402355647261437,0.003452930690206224,0.0010718387954639752
2023-05-03,0.0016677358541736576,0.0028381817924936657,0.008260012440523101
2023-05-04,0.0027173802047112837,0.0019156854461029882,0.006941907538585412
2023-05-05,0.007800242061805384,0.018145284013548625,0.033708757083125464
2023-05-08,0.002115238572715494,-0.00217625783148514,0.009523409197242616
2023-05-09,-0.0010792880186710541,-0.0023133877079585695,-0.012644465314637521
2023-05-10,-0.0028054285408752656,-0.013213143917584037,0.0010245074670549136
2023-05-11,0.003981846230484809,0.003528679490017361,0.01821372174030276
2023-05-12,-0.00637800157490398,-0.01010067656129634,-0.005050993451255703
2023-05-15,0.0031683219574445863,-0.007402092198315358,-0.010802842172082206
2023-05-16,-0.0061383159115615095,-0.008010549861224802,-0.004988117611481479
2023-05-17,0.008067963357807129,0.008069810855467808,0.010125061427276405
2023-05-18,0.0014870677544211563,-0.013617060617765242,-0.0013594007171657818
2023-05-19,0.0031870838074050446,0.013055151793195297,0.011784508227626157
2023-05-22,0.002444607433544843,0.012803392063697183,0.016455779707624085
2023-05-23,0.004091595831752737,0.0013027095612196948,-0.004602605587284025
2023-05-24,0.005472104137059186,3.165284569934812e-05,-0.010022037636214166
2023-05-25,-0.05086474644044616,-0.10332759704163252,-0.0027144886267798764
2023-05-26,0.013849117407614343,0.004968982919713971,0.001121348601140415
2023-05-30,0.006878902736682591,0.0038702703771336553,0.016738982516675806
2023-05-31,0.013216752523353636,0.04115854297927355,0.0009242653791090572
2023-06-01,-0.0031846369025883446,-0.02194096305929687,-0.0029986705314016594
2023-06-02,0.005674245151869139,0.014649748114041228,0.005438928316678826
2023-06-05,0.00019627620363220631,0.004581585494676399,0.0012147008352656919
2023-06-06,0.0013495478174615715,0.013904402835846107,0.0014287364033843454
2023-06-07,-0.0019576528129523485,0.016761652367056935,0.004151429240094928
2023-06-08,0.006779070996312519,-0.00297131876188661,-0.009191720884405452
2023-06-09,-0.003344119505481924,-0.0038330281558630387,-0.010244018271848176
2023-06-12,0.005629784566787466,-0.004016460451068316,-0.00787222718478171
2023-06-13,-0.013627343992889429,-0.02461139298874553,-0.015922604095227878
2023-06-14,-0.006940039546531551,-0.01871877243668385,-0.002696833309346869
2023-06-15,0.007354578692997826,0.0065864331322544436,-0.004181318829131619
2023-06-16,-0.009782988773822887,-0.008009386384328488,-0.010999317667293295
2023-06-20,-0.015627524683068383,-0.019831285405921585,-0.025946692391623706
2023-06-21,0.012496977307754564,0.009990802126466103,0.030877950453626492
2023-06-22,0.0177627391122005,0.0077657913241750975,-0.0005521521331473434
2023-06-23,0.004963663656460749,0.013086199792224518,0.01626340896067824
2023-06-26,0.014530932704589095,0.012475809488995515,0.03041948825491474
2023-06-27,-0.004367197886899832,-0.01686855510926537,-0.019412714363258955
2023-06-28,-0.0054724495543729155,0.009949275682336944,-0.009923705393810578
2023-06-29,-0.0038875815479479494,-0.0013488871984299155,-0.004047785964646655
2023-06-30,-0.0013781459430759924,-0.011182866205672016,-0.004064247453439451
2023-07-03,-0.013343671608909124,-0.01572892657485412,-0.04086124645138698
2023-07-05,0.0017319121685174022,0.004001658056405399,-0.003395656596708996
2023-07-06,-0.003237058219298472,0.0013421014042405365,-0.0006400905083577601
2023-07-07,0.006246521907007474,-0.005550493193994055,0.0062079167947900245
2023-07-10,-0.006073282856428053,-0.005762638836356549,0.004348660551741412
2023-07-11,0.008096677650376184,-0.0004591221735679163,0.005825514855886382
2023-07-12,-2.880560469429305e-05,-0.007842419177620652,0.0022820634860134968
2023-07-13,0.003871853787729096,-0.0035717613357489687,-0.0019137588692405894
2023-07-14,0.0013381423228640444,0.004898939147867987,-0.012421752890927085
2023-07-17,-0.017699401092920453,-0.014118459064812062,-0.021210397877920097
2023-07-18,-0.00010883329605058112,-0.014056250871618391,-0.009544713659531513
2023-07-19,0.01353019745120212,0.0007530336958823991,0.006655307329010762
2023-07-20,0.004185948190668154,0.021407511305688565,0.04932806830620169
2023-07-21,0.0044715382898612875,0.014351791556829797,0.008938573388203697
2023-07-24,-0.013749952837634537,-0.003812153831806553,-0.017051923594404328
2023-07-25,0.0013339224514267612,-0.0036163132866955604,0.01036410192088375
2023-07-26,-0.02042209454769415,0.026705719693079555,0.011022859517242689
2023-07-27,0.0005020779263289699,-0.0011780538790924443,0.017737352812982544
2023-07-28,-3.3853180457921185e-05,-0.0013434339427845997,-0.01499507180688513
2023-07-31,0.0021348416527878335,-0.00158916944844103,0.009008924212538027
2023-08-01,0.0017652015012503241,0.0033805282138688274,0.002141316604623933
2023-08-02,0.003948869879120731,0.009685116401477933,0.0011117067981155416
2023-08-03,-0.0036500778790534705,-0.006618248456507492,-0.0018600491123443642
2023-08-04,0.03776215087063495,0.0023553228600791563,0.03685210130660219
2023-08-07,-0.0049711770636154725,-0.0047096055249859605,0.008771847325222737
2023-08-08,0.001561815962006885,0.007496521779358822,0.002845305248836172
2023-08-09,0.011848383100679705,0.014457388904475833,0.00513292294860177
2023-08-10,-0.0009429214714285594,0.0005332580782377638,-0.0018721937396104504
2023-08-11,0.008016846049547176,0.007030893383353587,0.00445788924691839
2023-08-14,-0.008503154110056598,-0.01230811635839646,0.005503198264664189
2023-08-15,-0.00041325639899387757,-0.003094864109146167,0.0015462579503302543
2023-08-16,0.005045854759668966,-0.003177603083591629,0.0025415466575861912
2023-08-17,-0.00711597080645987,-0.0072609157276130485,0.004042037523298281
2023-08-18,0.008271556827824812,-0.002424444878469445,0.002268480741940504
2023-08-21,-0.02651826370364292,-0.017682980678062465,0.004609156342100662
2023-08-22,0.0062960123751592215,0.014295748097714523,0.0004837131983038478
2023-08-23,-0.0029912692558950126,-0.005145436233798373,0.003649625117163846
2023-08-24,-0.005295415003034698,-0.011391760793023887,-0.0039377047828716314
2023-08-25,0.0042065634082270485,0.01967309331609255,-0.0014189870884485424
2023-08-28,-0.0014993453318274507,-0.00513951875601415,-0.001861391802216672
2023-08-29,-0.017498939918571745,0.00309195551843775,0.0014679605709459142
2023-08-30,0.0037483347576845903,-0.0003190036600329682,-0.0021665655602195024
2023-08-31,-0.0013806893542274601,0.00041424706100885446,0.00046804746050588264
2023-09-01,0.008860861070538961,-0.0015795107657226915,-0.013239397351740822
2023-09-05,0.0029972495241709306,0.009302782220833583,0.011735273826163883
2023-09-06,-0.004733703013516633,0.0015296376068948624,-0.004013170937134203
2023-09-07,-0.01237919971285295,0.0007784244552532682,-0.0008874676907577817
2023-09-08,0.00362121270309681,0.002162825187460071,-0.009414583699435753
2023-09-11,0.004990191828858204,0.024096525885514454,0.02752262503096019
2023-09-12,-0.0019027675012651235,-0.003960661418671218,-0.0012893116785143155
2023-09-13,-0.011892859421086666,-0.009237578369274769,-0.004727445389777074
2023-09-14,0.0016590007964438324,0.002980523388146006,0.002518198583168463
2023-09-15,0.005336176884856903,0.010539997396791057,-0.002130296678508237
2023-09-18,0.00617037764758197,-0.0006520201082501398,0.004397963083138534
2023-09-19,0.006075971915912581,0.005916179674508903,0.003397242366534314
2023-09-20,0.0016336225116609705,0.004092663980270883,0.0034868336654050093
2023-09-21,0.010189856241417194,-0.0013175314925401472,0.0013006320121026205
2023-09-22,0.002560459487465705,-0.005605496965846402,0.0051231030518157136
2023-09-25,0.0003110569029937338,0.0015444484275923375,0.000991410424561634
2023-09-26,-0.0016101732149777614,0.0015506097690216381,0.002631374966207356
2023-09-27,-0.007908412823248967,-0.006030207088294293,0.0
2023-09-28,-0.00511851623745554,0.0002127462532985458,0.0061044521351773405
2023-09-29,0.006802742085845725,0.004094854822119132,0.006281106262046321
2023-10-02,-0.0034690001703560737,0.0008401527037382728,0.0044199315940452125
2023-10-03,-0.0036892319261875974,-0.0030558728726017836,-0.004376151314328047
2023-10-04,-0.003369625825398703,-0.0018355071303247429,0.01934521929119091
2023-10-05,0.00030460224587185446,0.003189570506475259,0.0
2023-10-06,-0.0013074641462288649,0.0010900823467004717,0.0
2023-10-09,-0.00028307936251916745,-0.003358256422797035,0.0
2023-10-10,0.0022722663200660078,0.002839426874308737,0.0
2023-10-11,-0.0020035467247869754,0.0007948010275210304,0.0
2023-10-12,0.006267418078135556,0.002842253456667643,0.0
2023-10-13,-0.0012633525275222324,0.0,0.0
2023-10-16,-0.0009593325486699333,0.0,0.0
2023-10-17,-0.005169398770553046,0.0,0.0
2023-10-18,-0.0015213384165784437,-0.0054100412112248145,0.0
2023-10-19,-0.0005852476086020353,-0.01844199614962283,-0.015975763973740963
2023-10-20,-0.0023137093179057323,-0.004526794809565793,-0.00866347381582242
2023-10-23,0.003620342105903429,0.005103951761041126,-0.002504629455525853
2023-10-24,0.000393569225752044,0.0013788103169181999,0.012041452851468959
2023-10-25,0.016786740698741354,0.021629283573499535,-0.0010787478903067527
2023-10-26,-4.0231357283215805e-05,0.0022983275335440425,-0.001780157558480533
2023-10-27,0.003142448016967192,0.002733498480638996,-0.01674646953541801
2023-10-30,-0.015910546254525613,-0.02828002675655781,-0.043508567979461475
2023-10-31,0.0029859669412082733,0.009604418576814332,0.011379496307921655
2023-11-01,0.0037760726838969917,-0.0027584785429655145,-0.002267326600669306
2023-11-02,0.01762546471961417,0.020605479519623816,0.03509777987097653
2023-11-03,-0.000441777096114504,-0.010370906216479958,-0.00023057885347137485
2023-11-06,-6.880565402669347e-05,-0.005544999383420101,0.0010794069671701712
2023-11-07,0.0019812129696822555,0.003957443897327728,0.004774570087317432
2023-11-08,-0.000330330327506001,-0.004452668822487116,0.0029704071229066376
2023-11-09,-0.0035962836661158847,-0.020175239289097858,-0.02229476935166832
2023-11-10,0.00252590913853461,-0.0035082923228929364,-0.0025676976967960565
2023-11-13,0.011030281605574422,0.014425726346647894,0.01687040096944723
2023-11-14,0.01277544691352155,0.01687179070952425,0.014557665434118138
2023-11-15,0.0021889809828382844,0.019968982889558375,0.019426069265231206
2023-11-16,-0.012673515109205936,-0.011351675947402074,-0.014775301024165199
2023-11-17,0.005319150159638286,0.0037666937406699353,-0.002119256126056146
2023-11-20,0.00018653294736248327,-0.011415808358629587,-0.005834515945315877
2023-11-21,0.001793875688513702,0.011968676809679479,0.01860397044939719
2023-11-22,-0.009532058955110955,0.010019255019465923,-0.02049109743478512
2023-11-24,0.004856946462327105,0.007457278585267213,0.0021173648134823696
2023-11-27,0.0011650063780702213,-0.004590861456447604,0.002671185767802031
2023-11-28,0.007340183459764171,0.012145169606011396,0.013489034318634907
2023-11-29,0.003269751230826379,-0.007051197561488709,0.002503434910215252
2023-11-30,0.004576049298487139,0.0049936592792816595,-0.0033206648465953447
2023-12-01,0.00464018199001901,0.0016710721507640525,0.0021489294132101657
2023-12-04,0.0007427608184550572,0.0050593502185288354,0.000493191857460884
2023-12-05,0.004365691577990693,-0.0015732747185199791,0.009719421401431071
2023-12-06,-0.00019915295306991432,0.008194690793170988,0.0028048616166274744
2023-12-07,-0.01286005670036352,0.008601248826360574,0.004336929745437246
2023-12-08,0.010276166822089473,0.0024234386316873023,-0.0050448559633371245
2023-12-11,-0.003045577285948897,-0.0011151196253719408,0.004187467587080285
2023-12-12,0.004376278473476036,0.0028340227777346795,-0.011983859600321667
2023-12-13,0.0069254412322368175,-0.0015295405282934383,-0.00030542477145774073
2023-12-14,0.01748008992596184,0.0009381177665816586,0.007273756657870334
2023-12-15,0.0005236959066622138,0.002778861274313771,-0.003340701206238883
2023-12-18,-0.0020659701446808175,0.006556470941290526,0.0016410588329022202
2023-12-19,-0.002576070756000903,-0.002961122446644615,-0.003520951732736366
2023-12-20,-0.013837627069838088,0.0,0.007587494695317365
2023-12-21,-0.006322153025337629,0.0,-0.0047948120915774165
2023-12-22,-0.005267018352295505,0.0,0.0038135380751830317
2023-12-26,-0.0006105890495007981,0.0,-0.003544418915429182
2023-12-27,0.0017288154906834664,0.0,-0.008020534618186748
2023-12-28,0.0006447299950218977,0.0,0.002953505009503621
2023-12-29,-0.000314672203878974,0.0,0.004957003522498416
2024-01-02,-0.0049810720583460585,0.0,0.006966798192430068
2024-01-03,-0.0025831406123000946,0.0,0.01184384052530374
2024-01-04,0.0011023592346609545,0.0,-0.0064886716729240625
2024-01-05,-0.0017294908016372013,-0.006081287769296728,-0.0034742718630715653
2024-01-08,-0.00048036443333674403,-0.0069605272738360036,-0.0039948230559492485
2024-01-09,-0.0063054723836805104,-0.013204551292300115,0.004774746374715
2024-01-10,-0.002823082696732815,-0.014089324611331588,-0.017252911426474914
2024-01-11,-0.0032959495113865866,-0.013497758656585845,-0.0010742974436465547
2024-01-12,-0.0031276837567190572,-0.01472389829990417,-0.0100700397975521
2024-01-16,-0.0029399846144295694,-0.022326278668305433,0.0021926629222279504
2024-01-17,-5.90296570483817e-05,-0.006088854730055049,-0.009084086900556287
2024-01-18,0.0005606977617546693,-0.007323833035911509,-0.010500315859982123
2024-01-19,-0.008243231772595916,-0.020686669832540173,-0.004885077976171148
2024-01-22,0.00201334131570996,-0.0020855007933875624,-0.0009440033650820245
2024-01-23,-0.0011847744944693428,-9.560725984245622e-05,-0.0029706046008495246
2024-01-24,-0.01022220353595491,-0.020655680581968074,-0.009580344165353739
2024-01-25,-0.031120260626873807,-0.052820903641836246,-0.049385511004331216
2024-01-26,-0.0040681577641935585,0.003923425782898282,-0.0032971945483376342
2024-01-29,-0.001043923390002366,-0.001635010335537501,0.013372114100459886
2024-01-30,-0.00040336072417159754,-0.008732062946136977,-0.003469445092007706
2024-01-31,0.021133116446243737,0.000587654343136701,-0.008359523800388513
2024-02-01,-0.003028377111804437,-0.009057254824147742,-0.0031058440941408973
2024-02-02,-0.028615044335110484,-0.03768462052023245,-0.10223923799407382
2024-02-05,-0.01755603028853181,-0.036700412530912385,0.0003223695961048767
2024-02-06,0.01122846567369662,0.02205414225669213,0.019844849834966816
2024-02-07,-0.003994376347357198,-0.015129188778950375,-0.008721944055183829
2024-02-08,0.0009372358949380155,0.005811503193288115,0.0026978435508539845
2024-02-09,-0.012589433443699383,-0.014992972937512583,0.01479253144529411
2024-02-12,-0.005690723395073705,-0.013282988790458684,-0.01912725611716737
